0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,2.372659544579593938e+00
5.000000000000000000e-01,4.745319089159187875e+00
7.500000000000000000e-01,7.117978633738781369e+00
1.000000000000000000e+00,9.490638178318375751e+00
1.250000000000000000e+00,1.186329772289797013e+01
1.500000000000000000e+00,1.423595726747756274e+01
1.750000000000000000e+00,1.660861681205715712e+01
2.000000000000000000e+00,1.898127635663675150e+01
2.250000000000000000e+00,1.979828329524710639e+01
2.500000000000000000e+00,2.060291628409263254e+01
2.750000000000000000e+00,2.140754927293815868e+01
3.000000000000000000e+00,2.207722919803467931e+01
3.250000000000000000e+00,2.237009609425118839e+01
3.500000000000000000e+00,2.266296299046769747e+01
3.750000000000000000e+00,2.295582988668420654e+01
4.000000000000000000e+00,2.273078584844168404e+01
4.250000000000000000e+00,2.241375756980921707e+01
4.500000000000000000e+00,2.209672929117675366e+01
4.750000000000000000e+00,2.253117766939626065e+01
5.000000000000000000e+00,2.329558582270453115e+01
5.250000000000000000e+00,2.419087715077951373e+01
5.500000000000000000e+00,2.662292216651538368e+01
5.750000000000000000e+00,2.905496718225125363e+01
6.000000000000000000e+00,3.113258258483855556e+01
6.250000000000000000e+00,3.179467445022241634e+01
6.500000000000000000e+00,3.245676631560627357e+01
6.750000000000000000e+00,3.309666564761685947e+01
7.000000000000000000e+00,3.363513543081585766e+01
7.250000000000000000e+00,3.433489343259667237e+01
7.500000000000000000e+00,3.537362948132881968e+01
7.750000000000000000e+00,3.641236553006097409e+01
8.000000000000000000e+00,3.700000000000000000e+01
8.250000000000000000e+00,3.700000000000000000e+01
8.500000000000000000e+00,3.700000000000000000e+01
8.750000000000000000e+00,3.771942933054521063e+01
9.000000000000000000e+00,3.880725540777525850e+01
9.250000000000000000e+00,3.989508148500530638e+01
9.500000000000000000e+00,4.098290756223534714e+01
9.750000000000000000e+00,4.300641133804638372e+01
1.000000000000000000e+01,4.504485161369387214e+01
1.025000000000000000e+01,4.708486750351256234e+01
1.050000000000000000e+01,4.916186850110854323e+01
1.075000000000000000e+01,5.123886949870452412e+01
1.100000000000000000e+01,5.333263802077692617e+01
1.125000000000000000e+01,5.551989358621836601e+01
1.150000000000000000e+01,5.770714915165980585e+01
1.175000000000000000e+01,5.989440471710123859e+01
1.200000000000000000e+01,5.868550822512693088e+01
1.225000000000000000e+01,5.730433691949668429e+01
1.250000000000000000e+01,5.643450055305536495e+01
1.275000000000000000e+01,6.424506202636919738e+01
1.300000000000000000e+01,7.205562349968302271e+01
1.325000000000000000e+01,7.986618497299684805e+01
1.350000000000000000e+01,8.560734023711047769e+01
1.375000000000000000e+01,9.099707825394175131e+01
1.400000000000000000e+01,9.638681627077301073e+01
1.425000000000000000e+01,1.004752356035478726e+02
1.450000000000000000e+01,1.019170127658139364e+02
1.475000000000000000e+01,1.033587899280800002e+02
1.500000000000000000e+01,1.036482846385054017e+02
1.525000000000000000e+01,1.030148646766607783e+02
1.550000000000000000e+01,1.023814447148161548e+02
1.575000000000000000e+01,1.022519572651742124e+02
1.600000000000000000e+01,1.028853320239063152e+02
1.625000000000000000e+01,1.035187067826384322e+02
1.650000000000000000e+01,1.040926298696019217e+02
1.675000000000000000e+01,1.044784059524965727e+02
1.700000000000000000e+01,1.048641820353912237e+02
1.725000000000000000e+01,1.062368270667529373e+02
1.750000000000000000e+01,1.081457000583648380e+02
1.775000000000000000e+01,1.095719837041067422e+02
1.800000000000000000e+01,1.106073261532956167e+02
1.825000000000000000e+01,1.116426686024844912e+02
1.850000000000000000e+01,1.125555146879663937e+02
1.875000000000000000e+01,1.134038016534664877e+02
1.900000000000000000e+01,1.145671614093665909e+02
1.925000000000000000e+01,1.164756792665894238e+02
1.950000000000000000e+01,1.183841971238122568e+02
1.975000000000000000e+01,1.204367630912658456e+02
2.000000000000000000e+01,1.232844825899709775e+02
2.025000000000000000e+01,1.261322020886761095e+02
2.050000000000000000e+01,1.280000000000000000e+02
2.075000000000000000e+01,1.280000000000000000e+02
2.100000000000000000e+01,1.280000000000000000e+02
2.125000000000000000e+01,1.280524123110839412e+02
2.150000000000000000e+01,1.288105377250408594e+02
2.175000000000000000e+01,1.295686631389977492e+02
2.200000000000000000e+01,1.304069326936469224e+02
2.225000000000000000e+01,1.313509866209779204e+02
2.250000000000000000e+01,1.321060589228247011e+02
2.275000000000000000e+01,1.324454202180604057e+02
2.300000000000000000e+01,1.327847815132961102e+02
2.325000000000000000e+01,1.335053391633126978e+02
2.350000000000000000e+01,1.348867526742789664e+02
2.375000000000000000e+01,1.362681661852452351e+02
2.400000000000000000e+01,1.376495796962114753e+02
2.425000000000000000e+01,1.373724621670453416e+02
2.450000000000000000e+01,1.365316329209835544e+02
2.475000000000000000e+01,1.362550748739740811e+02
2.500000000000000000e+01,1.369487261129358728e+02
2.525000000000000000e+01,1.376423773518976361e+02
2.550000000000000000e+01,1.376303930098943908e+02
2.575000000000000000e+01,1.368674271385678480e+02
2.600000000000000000e+01,1.361044612672413052e+02
2.625000000000000000e+01,1.360000000000000000e+02
2.650000000000000000e+01,1.360000000000000000e+02
2.675000000000000000e+01,1.364707325917735545e+02
2.700000000000000000e+01,1.371642597290770595e+02
2.725000000000000000e+01,1.378577868663805646e+02
2.750000000000000000e+01,1.383750510535070362e+02
2.775000000000000000e+01,1.388468476734790613e+02
2.800000000000000000e+01,1.392341717759377104e+02
2.825000000000000000e+01,1.395808952373362786e+02
